accident_id	ST_CASE	VE_TOTAL	VE_FORMS	PEDS	PERSONS	COUNTY	county_name	CITY	city_name	DAY	MONTH	YEAR	HOUR	MINUTE	NHS	FUNC_SYS	func_sys_lit	ROAD_FNC	road_fnc_lit	RD_OWNER	rd_owner_lit	TWAY_ID	TWAY_ID2	LATITUDE	LONGITUD	SP_JUR	sp_jur_lit	HARM_EV	harm_ev_lit	MAN_COLL	man_coll_lit	RELJCT1	RELJCT2	TYP_INT	WRK_ZONE	REL_ROAD	LGT_COND	lgt_cond_lit	WEATHER	weather_lit	SCH_BUS	CF1	CF2	CF3	cf1_lit	cf2_lit	cf3_lit	FATALS	A_INTER	a_inter_lit	A_ROADFC	a_road_fc_lit	A_TOD	a_tod_lit	A_DOW	a_dow_lit	A_LT	a_lt_lit	A_SPCRA	a_spcra_lit	A_PED	a_ped_lit	A_PED_F	a_ped_f_lit	A_PEDAL	a_pedal_lit	A_PEDAL_F	a_pedal_f_lit	A_POLPUR	a_polour_lit	A_POSBAC	a_posbac_lit	A_DIST	a_dist_lit	A_DROWSY	a_drowsy_lit	INDIAN_RES	indian_res_lit
2016040331	40331	2	2	0	2	13	MARICOPA	0	NONE LISTED	27	5	2016	12	4	0	5	Major Collector		.	2	County Highway Agency	CR-SALOME HWY		33.447947220	-112.916436110	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	0	1	1	0	6	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	1	Involving a Distracted Driver	2	Other Crash	0	Not Tribal Lands
2016040332	40332	1	1	0	1	21	PINAL	0	NONE LISTED	28	5	2016	8	43	0	6	Minor Collector		.	62	Bureau of Indian Affairs	NELSON RD		33.132175000	-111.928605560	3	Indian Reservation	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	5	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040333	40333	1	1	0	2	17	NAVAJO	0	NONE LISTED	28	5	2016	20	0	0	7	Local		.	62	Bureau of Indian Affairs	BIA 6830		99.999900000	999.999900000	3	Indian Reservation	99	Unknown	99	Unknown	0	99	99	0	99	6	Dark - Unknown Lighting	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	6	Local	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040334	40334	1	1	0	1	3	COCHISE	50	LOWELL	29	5	2016	15	50	1	3	Principal Arterial - Other		.	1	State Highway Agency	SR-80		31.440975000	-109.915588890	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040335	40335	2	2	0	4	21	PINAL	0	NONE LISTED	31	5	2016	18	53	0	7	Local		.	2	County Highway Agency	CR-AMARILLO VALLEY RD		32.948230560	-112.082863890	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	7	Sideswipe - Same Direction	0	1	1	1	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	6	Local	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040336	40336	1	1	0	1	13	MARICOPA	0	NONE LISTED	2	5	2016	15	56	0	5	Major Collector		.	62	Bureau of Indian Affairs	YAVAPAI RD		33.620944440	-111.698708330	3	Indian Reservation	17	Boulder	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040337	40337	1	1	0	1	7	GILA	0	NONE LISTED	18	5	2016	11	20	1	3	Principal Arterial - Other		.	1	State Highway Agency	SR-87		33.997713890	-111.363575000	0	No Special Jurisdiction	24	Guardrail Face	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040338	40338	1	1	0	3	21	PINAL	0	NONE LISTED	26	5	2016	23	27	1	1	Interstate		.	1	State Highway Agency	I-10		33.183461110	-111.892336110	3	Indian Reservation	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	3	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040339	40339	1	1	1	1	13	MARICOPA	370	PHOENIX	3	5	2016	15	46	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	24TH ST		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	1	Daylight	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040340	40340	6	6	0	8	13	MARICOPA	370	PHOENIX	5	5	2016	4	23	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	THOMAS RD	59TH AVE	33.480502780	-112.186358330	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	0	2	2	0	1	6	Dark - Unknown Lighting	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040341	40341	1	1	1	1	13	MARICOPA	370	PHOENIX	5	5	2016	21	42	1	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	INDIAN SCHOOL RD		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	6	Dark - Unknown Lighting	98	Not Reported	No	16	0	0	Non-occupant struck vehicle	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040342	40342	1	1	1	1	13	MARICOPA	370	PHOENIX	9	5	2016	5	9	0	4	Minor Arterial		.	4	City or Municipal Highway Agency	MCDOWELL RD		33.465947220	-112.142911110	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040343	40343	1	1	1	1	13	MARICOPA	370	PHOENIX	12	5	2016	0	7	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	19TH AVE		99.999900000	999.999900000	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	6	Dark - Unknown Lighting	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040344	40344	1	1	1	1	13	MARICOPA	370	PHOENIX	14	5	2016	2	16	0	4	Minor Arterial		.	4	City or Municipal Highway Agency	43RD AVE		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	6	Dark - Unknown Lighting	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040345	40345	1	1	1	1	13	MARICOPA	370	PHOENIX	20	5	2016	3	10	0	4	Minor Arterial		.	4	City or Municipal Highway Agency	BROADWAY RD		99.999900000	999.999900000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	6	Dark - Unknown Lighting	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040346	40346	3	3	0	4	13	MARICOPA	370	PHOENIX	20	5	2016	12	42	1	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	7TH ST	BETHANY HOME RD	33.523761110	-112.065000000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	98	Not Reported	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040347	40347	1	1	0	1	13	MARICOPA	370	PHOENIX	31	5	2016	1	33	0	4	Minor Arterial		.	4	City or Municipal Highway Agency	MCDOWELL RD	38TH DR	33.466055560	-112.141197220	0	No Special Jurisdiction	40	Fire Hydrant	0	Not a Collision with Motor Vehicle In-Transport	0	3	3	0	4	3	Dark - Lighted	1	Clear	No	20	0	0	Police Pursuit Involved	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Police Pursuit Involved Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040348	40348	3	3	0	3	19	PIMA	0	NONE LISTED	7	5	2016	7	40	0	3	Principal Arterial - Other		.	2	County Highway Agency	CR-INA RD	FIRENZE DR	32.336930560	-110.969594440	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	3	3	0	3	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040349	40349	1	1	0	1	13	MARICOPA	290	MESA	1	6	2016	19	4	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	BROADWAY RD		33.407633330	-111.861380560	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040350	40350	2	2	1	6	13	MARICOPA	370	PHOENIX	3	6	2016	13	52	1	1	Interstate		.	1	State Highway Agency	I-17		33.556586110	-112.112825000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	1	18	1	0	1	1	Daylight	1	Clear	No	14	0	0	Motor Vehicle struck by falling cargo,or something	None	None	1	1	Interstate	1	Interstate, principal arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040351	40351	1	1	1	2	13	MARICOPA	370	PHOENIX	4	6	2016	1	5	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	35TH AVE		33.539975000	-112.134327780	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040352	40352	1	1	1	1	19	PIMA	0	NONE LISTED	4	6	2016	2	38	1	1	Interstate		.	1	State Highway Agency	I-10		31.967750000	-110.466944440	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	23	0	0	Indication of a Stalled/Disabled Vehicle	None	None	1	1	Interstate	1	Interstate, principal arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040353	40353	1	1	1	1	19	PIMA	530	TUCSON	4	6	2016	20	22	0	4	Minor Arterial		.	4	City or Municipal Highway Agency	PRINCE RD		32.272241670	-110.941336110	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	2	Weekend	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040354	40354	2	2	0	6	13	MARICOPA	370	PHOENIX	5	6	2016	11	27	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	THOMAS RD		33.480536110	-112.160375000	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	8	Sideswipe - Opposite Direction	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040355	40355	1	1	0	1	17	NAVAJO	0	NONE LISTED	5	6	2016	11	34	1	1	Interstate		.	1	State Highway Agency	I-40		34.997852780	-109.916419440	0	No Special Jurisdiction	1	Rollover/Overturn	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	3	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040356	40356	1	1	1	1	13	MARICOPA	190	GILBERT	7	6	2016	5	32	0	4	Minor Arterial		.	3	Town or Township Highway Agency	HIGLEY RD		33.251261110	-111.720708330	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040357	40357	2	2	0	2	27	YUMA	620	YUMA	7	6	2016	8	14	1	1	Interstate		.	1	State Highway Agency	I-8		32.705275000	-114.610155560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	1	Interstate	1	Interstate, principal arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040358	40358	2	2	0	2	25	YAVAPAI	0	NONE LISTED	7	6	2016	9	2	1	1	Interstate		.	1	State Highway Agency	I-17		34.054727780	-112.146555560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	1	18	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	1	Interstate	1	Interstate, principal arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040359	40359	1	1	1	1	19	PIMA	530	TUCSON	7	6	2016	22	20	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	6TH AVE		32.165400000	-110.968180560	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040360	40360	1	1	1	1	19	PIMA	530	TUCSON	10	6	2016	14	6	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	PRINCE RD	1ST AVE	32.272033330	-110.961086110	0	No Special Jurisdiction	9	Pedalcyclist	0	Not a Collision with Motor Vehicle In-Transport	0	2	2	0	1	1	Daylight	10	Cloudy	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Pedalcyclist Involved Crash	1	Involving a pedacyclist fatality	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040361	40361	2	2	0	6	5	COCONINO	0	NONE LISTED	10	6	2016	12	30	1	3	Principal Arterial - Other		.	1	State Highway Agency	US-160		36.083561110	-111.367980560	3	Indian Reservation	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040362	40362	2	2	0	2	25	YAVAPAI	0	NONE LISTED	11	6	2016	8	0	0	4	Minor Arterial		.	1	State Highway Agency	SR-169		34.539175000	-112.147672220	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	2	Weekend	1	Large Truck Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040363	40363	3	3	0	4	25	YAVAPAI	0	NONE LISTED	12	6	2016	12	25	1	3	Principal Arterial - Other		.	1	State Highway Agency	US-93		34.299713890	-113.117936110	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	2	Front-to-Front	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	3	Principal arterial, other	1	Daytime	2	Weekend	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040364	40364	2	2	0	4	17	NAVAJO	0	NONE LISTED	13	6	2016	10	8	0	5	Major Collector		.	1	State Highway Agency	US-163		36.980694440	-110.183427780	3	Indian Reservation	12	Motor Vehicle In-Transport	6	Angle	0	1	1	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	2	2	Non-Interstate	5	Collector	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	1	Tribal Lands
2016040365	40365	1	1	0	1	15	MOHAVE	0	NONE LISTED	13	6	2016	17	0	0	7	Local		.	66	National Park Service	NPS 1045		36.241369440	-113.228900000	1	National Park Service	17	Boulder	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	6	0	0	Inadequate Construction or Poor Design of Roadway,	None	None	1	2	Non-Interstate	6	Local	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040366	40366	1	1	1	2	19	PIMA	530	TUCSON	13	6	2016	20	24	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	VALENCIA RD		32.133880560	-110.999550000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	3	Dark - Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040367	40367	3	3	0	6	25	YAVAPAI	373	PRESCOTT VALLEY	14	6	2016	15	8	0	4	Minor Arterial		.	3	Town or Township Highway Agency	GLASSFORD HILL RD	CENTRE CT	34.586469440	-112.340780560	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	3	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	4	Minor arterial	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040368	40368	1	1	1	1	19	PIMA	530	TUCSON	14	6	2016	20	15	0	5	Major Collector		.	2	County Highway Agency	CR-BENSON HWY		32.153000000	-110.919075000	0	No Special Jurisdiction	8	Pedestrian	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	1	2	Dark - Not Lighted	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	1	Pedestrian Involved Crash	1	Involving a pedestrian fatality	2	Other Crash	2	Other Crash	2	Other Crash	3	Unknown BAC Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040369	40369	2	2	0	2	19	PIMA	0	NONE LISTED	14	6	2016	21	10	0	5	Major Collector		.	2	County Highway Agency	CR-TRICO MARANA RD	CR-TRICO RD	32.451163890	-111.304272220	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	6	Angle	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	5	Collector	2	Nighttime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040370	40370	2	2	0	2	19	PIMA	530	TUCSON	15	6	2016	6	18	0	3	Principal Arterial - Other		.	4	City or Municipal Highway Agency	SPEEDWAY BLVD	MAIN AVE	32.235911110	-110.977952780	0	No Special Jurisdiction	12	Motor Vehicle In-Transport	99	Unknown	0	2	2	0	1	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	All Drivers With ZERO BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
2016040371	40371	1	1	0	1	19	PIMA	0	NONE LISTED	16	6	2016	16	33	0	3	Principal Arterial - Other		.	2	County Highway Agency	CR- LA CHOLLA BLVD		32.372813890	-111.012688890	0	No Special Jurisdiction	33	Curb	0	Not a Collision with Motor Vehicle In-Transport	0	1	1	0	4	1	Daylight	1	Clear	No	0	0	0	None	None	None	1	2	Non-Interstate	3	Principal arterial, other	1	Daytime	1	Weekday	2	Other Crash	1	Speeding Involved Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	2	Other Crash	1	Driver With Positive BAC Testing Crash	2	Other Crash	2	Other Crash	0	Not Tribal Lands
